Run 1: Slow Speed | V-infity: 30 m/s | p = 0.7708kg/m^3 | a = 2.1| max-drag = 7759.1N

:thickness , 37.00000000000001 , :generation , 1009182 , :positon-camber , 8.14 , :CD-Induced , 5.168434387187511 , :Lift , 76270.86959402151 , :corrected-thickness , 0.37000000000000005 , :score , 76270.86959402151 , :cl-2D , 2.232417507776086 , :Drag , 42255.2505368683 , :corrected-position-camber , 0.8140000000000001 , :corrected-max-camber , 0.09179999999999999 , :max-camber , 9.18 , :CL-3D , 9.329041483412558 , 
:thickness , 31.41000000000001 , :generation , 870685 , :positon-camber , 8.71 , :CD-Induced , 5.168433308755427 , :Lift , 76270.8616367804 , :corrected-thickness , 0.3141000000000001 , :score , 76270.8616367804 , :cl-2D , 2.2324172950729477 , :Drag , 42255.24171999757 , :corrected-position-camber , 0.8710000000000001 , :corrected-max-camber , 0.075 , :max-camber , 7.5 , :CL-3D , 9.329040510125735 , 
:thickness , 33.41000000000001 , :generation , 32590 , :positon-camber , 8.05 , :CD-Induced , 5.164244748288877 , :Lift , 76239.94996127396 , :corrected-thickness , 0.3341000000000001 , :score , 76239.94996127396 , :cl-2D , 2.2315910023549357 , :Drag , 42220.99756429315 , :corrected-position-camber , 0.805 , :corrected-max-camber , 0.0943 , :max-camber , 9.43 , :CL-3D , 9.325259560666835 , 
:thickness , 35.68000000000001 , :generation , 23562 , :positon-camber , 8.39 , :CD-Induced , 5.1631053885989955 , :Lift , 76231.53929121162 , :corrected-thickness , 0.35680000000000006 , :score , 76231.53929121162 , :cl-2D , 2.2313661787142802 , :Drag , 42211.682571484715 , :corrected-position-camber , 0.8390000000000001 , :corrected-max-camber , 0.08470000000000001 , :max-camber , 8.47 , :CL-3D , 9.32423081285876 , 
:thickness , 31.960000000000004 , :generation , 5930 , :positon-camber , 8.95 , :CD-Induced , 5.128652065995889 , :Lift , 75976.76761512374 , :corrected-thickness , 0.31960000000000005 , :score , 75976.76761512374 , :cl-2D , 2.224555937041571 , :Drag , 41930.00466491579 , :corrected-position-camber , 0.8949999999999999 , :corrected-max-camber , 0.0669 , :max-camber , 6.69 , :CL-3D , 9.293068515278128 , 
:thickness , 31.540000000000006 , :generation , 2461 , :positon-camber , 8.48 , :CD-Induced , 5.1076205526401735 , :Lift , 75820.82528188516 , :corrected-thickness , 0.31540000000000007 , :score , 75820.82528188516 , :cl-2D , 2.2203874792574556 , :Drag , 41758.0586171497 , :corrected-position-camber , 0.8480000000000001 , :corrected-max-camber , 0.0816 , :max-camber , 8.16 , :CL-3D , 9.273994489984506 , 
:thickness , 26.590000000000003 , :generation , 687 , :positon-camber , 8.57 , :CD-Induced , 4.99515215188125 , :Lift , 74981.40172395512 , :corrected-thickness , 0.2659 , :score , 74981.40172395512 , :cl-2D , 2.1979490458214856 , :Drag , 40838.557643444714 , :corrected-position-camber , 0.857 , :corrected-max-camber , 0.0782 , :max-camber , 7.82 , :CL-3D , 9.171320726911311 , 
:thickness , 30.160000000000004 , :generation , 675 , :positon-camber , 7.96 , :CD-Induced , 4.901581968495244 , :Lift , 74275.79846409896 , :corrected-thickness , 0.30160000000000003 , :score , 74275.79846409896 , :cl-2D , 2.179087731257563 , :Drag , 40073.561660994426 , :corrected-position-camber , 0.796 , :corrected-max-camber , 0.0942 , :max-camber , 9.42 , :CL-3D , 9.085015141081918 , 
:thickness , 30.840000000000003 , :generation , 512 , :positon-camber , 8.36 , :CD-Induced , 4.85334545371417 , :Lift , 73909.42043343179 , :corrected-thickness , 0.3084 , :score , 73909.42043343179 , :cl-2D , 2.1692941664047978 , :Drag , 39679.19735946582 , :corrected-position-camber , 0.836 , :corrected-max-camber , 0.083 , :max-camber , 8.3 , :CL-3D , 9.04020175603861 , 
:thickness , 31.120000000000005 , :generation , 293 , :positon-camber , 8.66 , :CD-Induced , 4.656669490621514 , :Lift , 72396.3884638 , :corrected-thickness , 0.31120000000000003 , :score , 72396.3884638 , :cl-2D , 2.128849665155874 , :Drag , 38071.2458073165 , :corrected-position-camber , 0.866 , :corrected-max-camber , 0.0728 , :max-camber , 7.28 , :CL-3D , 8.855135844432288 , 
:thickness , 22.000000000000004 , :generation , 46 , :positon-camber , 8.99 , :CD-Induced , 3.6066374692989864 , :Lift , 63713.349836919515 , :corrected-thickness , 0.22000000000000003 , :score , 63713.349836919515 , :cl-2D , 1.896745404546774 , :Drag , 29486.56371428098 , :corrected-position-camber , 0.899 , :corrected-max-camber , 0.0546 , :max-camber , 5.46 , :CL-3D , 7.793073382270571 , 
